current_company,target_company,years_of_experience,current_salary,expected_salary,gender,location,current_role,sector,education,certifications,skills,current_company_tier,target_company_tier
happiest-minds,oracle,5.9,1827358,2585500,Female,Kolkata,Site Reliability Engineer,IT,Bachelor,Certified Cloud Security Professional (CCSP),Flask,5,2
zensar,hcl,10.0,2271000,3492074,Male,Mumbai,Quality Assurance Lead,IT,Master,Red Hat Certified Engineer (RHCE),Power BI,4,3
microsoft,meta,12.7,3375052,4569120,Male,Mumbai,Project Manager,IT,Master,Certified Kubernetes Application Developer (CKAD),Project Management,1,1
wipro,ibm,13.0,2544282,3488262,Male,Noida,Software Architect,IT,Bachelor,AWS Certified SysOps Administrator - Associate,Information Security,3,2
cts,wipro,8.1,1873013,2963908,Female,Mumbai,Software Developer,IT,PhD,Google Cloud Professional Data Engineer,Vue.js,3,3
virtusa,zensar,14.3,1844240,2943076,Male,Gurgaon,Software Architect,IT,PhD,CompTIA A+,Vulnerability Assessment,4,4
wipro,ibm,5.2,2021332,2570326,Male,Pune,Senior Developer,IT,Bachelor,Oracle MySQL Database Administration,Git,3,2
amazon,apple,5.8,2959699,4050376,Male,Noida,Security Engineer,IT,Bachelor,Certified Information Systems Auditor (CISA),Data Visualization,1,1
google,zensar,2.3,2432612,3601200,Other,Chennai,Data Scientist,IT,PhD,Google Cloud Professional Cloud Architect,AWS,1,4
wipro,hcl,2.6,2578529,3334560,Male,Hyderabad,DevOps Engineer,IT,Bachelor,Certified Information Systems Security Professional (CISSP),Hadoop,3,3
wipro,hexaware,11.3,2374467,3768955,Other,Kolkata,Platform Engineer,IT,Bachelor,Certified Cloud Security Professional (CCSP),Unit Testing,3,4
cts,amazon,7.1,718963,1056855,Female,Kolkata,Platform Engineer,IT,Bachelor,Docker Certified Associate (DCA),Network Security,3,1
google,uber,3.1,2855824,3984530,Male,Mumbai,Blockchain Developer,IT,Master,Certified Cloud Security Professional (CCSP),TypeScript,1,1
google,ibm,5.8,3182012,4448597,Female,Gurgaon,Mobile App Developer,IT,PhD,Microsoft Certified: Azure Solutions Architect Expert,Hadoop,1,2
coforge,adobe,7.7,1784354,2572655,Male,Pune,Business Intelligence Analyst,IT,Bachelor,Professional Scrum Master (PSM),Kanban,5,1
sap,coforge,12.3,1778086,2506241,Male,Chennai,AI Researcher,IT,PhD,AWS Certified Solutions Architect - Professional,Integration Testing,2,5
deloitte,google,12.6,2977422,4127325,Male,Bangalore,Data Analyst,IT,PhD,Cisco Certified Network Associate (CCNA),Technical Writing,2,1
hexaware,linkedin,1.4,1938014,2579450,Male,Gurgaon,Senior Developer,IT,Master,Oracle MySQL Database Administration,Network Security,4,1
valuelabs,microsoft,6.4,1745883,2637032,Male,Kolkata,Platform Engineer,IT,Bachelor,Salesforce Certified Administrator,MLOps,5,1
virtusa,amazon,4.5,2268305,3033994,Male,Kolkata,Business Intelligence Analyst,IT,Bachelor,AWS Certified Data Analytics - Specialty,Single Sign-On,4,1
hexaware,apple,3.6,838517,1292686,Male,Delhi,Business Intelligence Analyst,IT,PhD,Salesforce Certified Administrator,Project Management,4,1
uber,tcs,6.2,1660673,2528803,Male,Pune,Business Analyst,IT,Bachelor,CompTIA Security+,SQL,1,3
happiest-minds,deloitte,6.4,1622479,2257146,Female,Bangalore,Database Administrator,IT,Bachelor,CompTIA Network+,API Gateway,5,2
wipro,uber,6.9,3176630,4197811,Male,Mumbai,Infrastructure Engineer,IT,Bachelor,Microsoft Certified: Azure Solutions Architect Expert,Integration Testing,3,1
salesforce,oracle,6.6,1172431,1798483,Female,Chennai,Tech Lead,IT,Master,Certified Kubernetes Application Developer (CKAD),Tableau,1,2
deloitte,accenture,8.6,1767247,2756175,Male,Chennai,Site Reliability Engineer,IT,Bachelor,None,API Gateway,2,2
infosys,cts,2.4,1220696,1538107,Female,Noida,Cybersecurity Specialist,IT,PhD,TensorFlow Developer Certificate,Smart Contracts,3,3
virtusa,zensar,11.9,2794820,4228949,Male,Noida,Software Architect,IT,Bachelor,Microsoft Certified: Azure Solutions Architect Expert,Git,4,4
tcs,oracle,13.3,1164010,1531663,Female,Bangalore,Database Administrator,IT,Master,Google Cloud Professional DevOps Engineer,Project Management,3,2
sap,deloitte,11.3,3064588,4756894,Male,Hyderabad,Cloud Architect,IT,PhD,ITIL Foundation,React,2,2
salesforce,linkedin,11.6,2302136,3678981,Female,Chennai,Scrum Master,IT,Bachelor,CompTIA A+,Big Data,1,1
microsoft,netflix,14.2,1706800,2489837,Female,Chennai,Senior Developer,IT,Bachelor,Microsoft Certified: Azure DevOps Engineer Expert,Edge Computing,1,1
microsoft,meta,10.4,1175956,1552110,Female,Bangalore,Cloud Architect,IT,Bachelor,ITIL Foundation,Natural Language Processing,1,1
cts,hcl,13.8,1095858,1552703,Female,Noida,DevOps Engineer,IT,PhD,None,API Gateway,3,3
meta,infosys,1.8,1310165,1738935,Male,Mumbai,Infrastructure Engineer,IT,PhD,Microsoft Certified: Azure Data Engineer Associate,Machine Learning,1,3
virtusa,zensar,5.7,2907374,4040230,Male,Hyderabad,Site Reliability Engineer,IT,Bachelor,AWS Certified SysOps Administrator - Associate,Data Science,4,4
zensar,sap,9.2,1483905,2176263,Male,Pune,System Administrator,IT,Bachelor,Project Management Professional (PMP),Serverless Architecture,4,2
ibm,virtusa,8.7,2610911,3903789,Female,Chennai,Scrum Master,IT,PhD,ITIL Foundation,IoT,2,4
apple,hexaware,10.5,1737814,2262508,Male,Kolkata,Scrum Master,IT,Master,Certified Kubernetes Administrator (CKA),Apache Kafka,1,4
meta,virtusa,10.6,1547042,2170245,Male,Chennai,Cloud Architect,IT,Bachelor,AWS Cloud Practitioner,ElasticSearch,1,4
salesforce,google,13.4,1505351,1892150,Female,Delhi,Performance Engineer,IT,PhD,Microsoft Certified: Azure Administrator Associate,IoT,1,1
uber,oracle,8.9,960150,1511833,Male,Gurgaon,Quality Assurance Lead,IT,PhD,AWS Certified Solutions Architect - Associate,Git,1,2
ibm,salesforce,9.2,2957305,4209295,Female,Chennai,Quality Assurance Lead,IT,PhD,Google Cloud Professional Cloud Architect,FastAPI,2,1
linkedin,google,12.7,3143704,4319778,Female,Mumbai,Solution Architect,IT,Bachelor,Microsoft Certified: Azure Administrator Associate,GitHub Actions,1,1
infosys,happiest-minds,9.1,1946834,2870719,Male,Mumbai,Performance Engineer,IT,PhD,Oracle Database Administrator Certified Professional,Power BI,3,5
microsoft,hexaware,4.7,2487730,3339263,Female,Hyderabad,Cloud Architect,IT,Bachelor,Oracle Database Administrator Certified Professional,Microservices,1,4
salesforce,hcl,1.8,2860091,4022697,Female,Pune,Platform Engineer,IT,PhD,Microsoft Certified: Azure Data Engineer Associate,REST APIs,1,3
coforge,infosys,14.1,1511163,2329449,Female,Bangalore,Business Analyst,IT,Master,Certificate of Cloud Security Knowledge (CCSK),Cloud Computing,5,3
accenture,happiest-minds,12.0,2731400,4290911,Male,Delhi,Software Developer,IT,Bachelor,SAFe Agilist Certification,Single Sign-On,2,5
coforge,infosys,7.1,3136819,4740496,Male,Kolkata,Blockchain Developer,IT,PhD,SAFe Agilist Certification,Machine Learning,5,3
netflix,tcs,14.8,1949361,2848646,Male,Kolkata,Security Engineer,IT,Bachelor,Professional Scrum Master (PSM),Artificial Intelligence,1,3
hcl,linkedin,3.6,2394111,3503526,Female,Gurgaon,System Administrator,IT,Master,Salesforce Certified Platform Developer,TypeScript,3,1
tcs,infosys,8.4,966776,1236153,Male,Hyderabad,Software Architect,IT,PhD,CompTIA Security+,Flask,3,3
tcs,hcl,2.2,1017124,1578105,Female,Hyderabad,Data Analyst,IT,Master,Cisco Certified Network Professional (CCNP),Spring Boot,3,3
netflix,wipro,14.2,2532665,3694432,Male,Kolkata,Data Engineer,IT,Master,Certificate of Cloud Security Knowledge (CCSK),Node.js,1,3
zensar,coforge,7.2,2547592,3232893,Female,Kolkata,System Administrator,IT,Master,Microsoft Certified: Azure Fundamentals,Artificial Intelligence,4,5
amazon,wipro,7.1,2227839,3029881,Female,Mumbai,Network Engineer,IT,Master,Oracle Database Administrator Certified Professional,Event-Driven Architecture,1,3
happiest-minds,adobe,7.3,1284054,1677449,Male,Hyderabad,AI Researcher,IT,Bachelor,Certified Kubernetes Administrator (CKA),Kanban,5,1
amazon,cts,9.4,1252519,1754449,Male,Pune,Business Analyst,IT,PhD,Google Cloud Professional Security Engineer,Spring Boot,1,3
sap,microsoft,5.2,672535,1046164,Female,Gurgaon,Software Developer,IT,PhD,Certified Information Security Manager (CISM),Test Automation,2,1
sap,deloitte,13.4,1357179,2165165,Male,Noida,QA Engineer,IT,Master,Microsoft Certified: Azure Fundamentals,Microservices,2,2
valuelabs,deloitte,13.0,2954128,4243442,Male,Pune,Solution Architect,IT,Master,Microsoft Certified: Azure Data Scientist Associate,Docker,5,2
google,infosys,6.0,778489,1135712,Male,Mumbai,Tech Lead,IT,Master,ITIL Foundation,Database Management,1,3
happiest-minds,meta,9.5,1261132,1808481,Male,Hyderabad,Scrum Master,IT,PhD,CompTIA A+,Scrum,5,1
microsoft,ibm,4.1,2824902,4298470,Male,Chennai,Cloud Engineer,IT,Master,ITIL Foundation,Python,1,2
google,valuelabs,12.4,903320,1265349,Male,Bangalore,Full Stack Developer,IT,Master,Salesforce Certified Platform Developer,Cloud Computing,1,5
sap,zensar,12.0,2572853,3960430,Male,Mumbai,Infrastructure Engineer,IT,Master,SAFe Agilist Certification,Google Cloud Platform,2,4
linkedin,amazon,6.3,1630380,2064245,Male,Gurgaon,Network Engineer,IT,Master,Salesforce Certified Platform Developer,Test Automation,1,1
meta,coforge,7.4,2480446,3534269,Male,Kolkata,Software Architect,IT,PhD,CompTIA Network+,Data Visualization,1,5
uber,oracle,14.5,1311232,1749010,Male,Hyderabad,Solution Architect,IT,Master,Certified Information Systems Auditor (CISA),Apache Kafka,1,2
hcl,accenture,7.0,1427361,2173482,Female,Mumbai,QA Engineer,IT,Bachelor,AWS Certified Machine Learning - Specialty,Security Testing,3,2
salesforce,adobe,6.1,1085465,1594194,Male,Kolkata,Site Reliability Engineer,IT,Bachelor,Red Hat Certified Engineer (RHCE),AWS,1,1
google,tcs,8.0,1479074,2176275,Male,Gurgaon,Data Analyst,IT,PhD,Certified Data Professional (CDP),MLOps,1,3
infosys,uber,10.7,1016797,1348353,Male,Pune,Technical Lead,IT,PhD,Red Hat Certified Engineer (RHCE),Data Science,3,1
uber,google,11.3,3128636,4199861,Male,Pune,Infrastructure Engineer,IT,Bachelor,CompTIA Cloud+,Code Review,1,1
ibm,uber,6.2,2488961,3110694,Male,Noida,Database Administrator,IT,Master,Certified Kubernetes Application Developer (CKAD),Data Engineering,2,1
deloitte,google,12.3,1358384,1953187,Male,Bangalore,Business Analyst,IT,Master,Professional Scrum Master (PSM),Identity Management,2,1
tcs,netflix,1.2,2246947,3096409,Male,Gurgaon,Data Analyst,IT,PhD,Microsoft Certified: Azure DevOps Engineer Expert,Big Data,3,1
meta,zensar,10.1,1759429,2413457,Male,Gurgaon,Technical Lead,IT,PhD,AWS Certified Solutions Architect - Professional,Serverless Architecture,1,4
google,accenture,7.9,2085164,2877518,Male,Bangalore,Data Engineer,IT,Master,Certified Information Security Manager (CISM),Cybersecurity,1,2
hcl,oracle,3.8,1795555,2684438,Female,Delhi,UX/UI Designer,IT,PhD,AWS Certified SysOps Administrator - Associate,Penetration Testing,3,2
deloitte,hexaware,8.8,974088,1475338,Male,Bangalore,Data Scientist,IT,Master,AWS Certified SysOps Administrator - Associate,Serverless Architecture,2,4
cts,apple,13.7,2805209,4032728,Male,Hyderabad,Mobile App Developer,IT,PhD,Salesforce Certified Platform Developer,JavaScript,3,1
netflix,wipro,3.6,1576038,2193245,Male,Delhi,Project Manager,IT,Bachelor,Microsoft Certified: Azure Administrator Associate,Microservices,1,3
sap,microsoft,4.1,2027351,2716865,Female,Pune,Product Manager,IT,Master,Microsoft Certified: Azure Security Engineer Associate,Docker,2,1
valuelabs,hcl,14.5,2629150,3317913,Male,Bangalore,Release Manager,IT,Master,Certified Cloud Security Professional (CCSP),Performance Testing,5,3
coforge,google,6.4,2418090,3706051,Male,Delhi,Performance Engineer,IT,PhD,Microsoft Certified: Azure AI Engineer Associate,Agile,5,1
virtusa,adobe,8.9,1241933,1775311,Female,Noida,Infrastructure Engineer,IT,Master,Red Hat Certified Engineer (RHCE),Scrum,4,1
cts,google,12.6,1312879,1815103,Male,Hyderabad,Full Stack Developer,IT,Bachelor,Microsoft Certified: Azure Administrator Associate,REST APIs,3,1
meta,microsoft,4.7,3167348,3975718,Male,Mumbai,AI Researcher,IT,Bachelor,CompTIA A+,IoT,1,1
microsoft,hcl,13.0,3253602,4997422,Male,Delhi,Performance Engineer,IT,Master,Cisco Certified Network Professional (CCNP),PostgreSQL,1,3
linkedin,cts,4.0,2446005,3828547,Female,Mumbai,DevOps Engineer,IT,PhD,CompTIA Security+,Cloud Computing,1,3
accenture,adobe,5.8,2250908,3493106,Male,Bangalore,Platform Engineer,IT,PhD,Oracle Database Administrator Certified Professional,Google Cloud Platform,2,1
oracle,amazon,1.4,1673781,2271732,Male,Mumbai,Data Analyst,IT,PhD,AWS Certified Solutions Architect - Associate,Penetration Testing,2,1
virtusa,accenture,2.9,2815126,3914594,Male,Delhi,Senior Developer,IT,Master,CompTIA A+,Jenkins,4,2
salesforce,linkedin,3.3,2176127,3389943,Male,Chennai,DevOps Engineer,IT,Bachelor,Microsoft Certified: Azure Fundamentals,ElasticSearch,1,1
tcs,cts,13.1,2634486,3541276,Female,Noida,Platform Engineer,IT,PhD,Cisco Certified Network Associate (CCNA),Cryptocurrency,3,3
meta,infosys,1.2,2163106,3235076,Male,Hyderabad,Release Manager,IT,PhD,Certified Cloud Security Professional (CCSP),AWS,1,3
uber,accenture,14.8,1780615,2515112,Female,Hyderabad,AI Researcher,IT,PhD,Google Cloud Professional DevOps Engineer,Edge Computing,1,2
infosys,meta,8.6,1395220,1892679,Female,Chennai,Cybersecurity Specialist,IT,Bachelor,AWS Certified SysOps Administrator - Associate,React,3,1
google,hcl,13.6,1710375,2193224,Male,Hyderabad,Senior Developer,IT,Bachelor,Google Cloud Professional Security Engineer,Load Testing,1,3
valuelabs,oracle,9.4,2691042,4037785,Male,Kolkata,Blockchain Developer,IT,PhD,Google Cloud Professional Machine Learning Engineer,Edge Computing,5,2
meta,ibm,1.9,2960287,4201334,Male,Kolkata,Mobile App Developer,IT,PhD,Certificate of Cloud Security Knowledge (CCSK),Tableau,1,2
uber,tcs,14.9,1233696,1671014,Male,Hyderabad,Blockchain Developer,IT,PhD,AWS Certified Solutions Architect - Associate,REST APIs,1,3
amazon,oracle,1.6,1755518,2350001,Female,Hyderabad,Platform Engineer,IT,Master,AWS Certified Machine Learning - Specialty,Load Testing,1,2
microsoft,tcs,11.5,2198004,3002924,Male,Bangalore,QA Engineer,IT,PhD,Cisco Certified Internetwork Expert (CCIE),Event-Driven Architecture,1,3
coforge,adobe,9.5,998979,1541409,Female,Pune,Data Analyst,IT,Bachelor,Certified Scrum Master (CSM),Full Stack Development,5,1
deloitte,apple,9.6,1694768,2292039,Male,Noida,AI Researcher,IT,Bachelor,Oracle MySQL Database Administration,JavaScript,2,1
google,virtusa,4.2,676908,908483,Male,Delhi,Project Manager,IT,Bachelor,Docker Certified Associate (DCA),Unit Testing,1,4
deloitte,hcl,1.7,1185900,1792754,Male,Delhi,Product Manager,IT,Master,ITIL Expert,Data Visualization,2,3
oracle,infosys,4.8,2115855,2825143,Female,Chennai,Tech Lead,IT,Bachelor,Project Management Professional (PMP),Tableau,2,3
google,infosys,7.0,1188912,1872093,Male,Pune,Mobile App Developer,IT,Master,Cisco Certified Internetwork Expert (CCIE),Vue.js,1,3
infosys,cts,3.2,794714,1241735,Male,Hyderabad,Cybersecurity Specialist,IT,PhD,CompTIA A+,OAuth,3,3
sap,coforge,9.7,982085,1550553,Male,Noida,Site Reliability Engineer,IT,PhD,AWS Cloud Practitioner,Cybersecurity,2,5
infosys,amazon,2.5,1811558,2774116,Female,Noida,Infrastructure Engineer,IT,Master,Certified Information Systems Auditor (CISA),Full Stack Development,3,1
apple,coforge,10.9,1202542,1600505,Male,Noida,Data Scientist,IT,PhD,AWS Certified Security - Specialty,CI/CD,1,5
meta,wipro,8.0,1800009,2556258,Male,Noida,Infrastructure Engineer,IT,Bachelor,AWS Certified SysOps Administrator - Associate,TypeScript,1,3
hcl,cts,3.3,2146900,3081231,Male,Chennai,Infrastructure Engineer,IT,Bachelor,Professional Scrum Master (PSM),React,3,3
linkedin,netflix,3.4,2888417,4070070,Male,Gurgaon,Full Stack Developer,IT,Master,Certified Scrum Master (CSM),Scrum,1,1
wipro,infosys,9.5,1920838,2997328,Male,Delhi,Performance Engineer,IT,Bachelor,Oracle Database Administrator Certified Professional,Deep Learning,3,3
infosys,sap,13.1,2438977,3823646,Male,Delhi,Data Engineer,IT,Bachelor,Oracle MySQL Database Administration,Lambda Functions,3,2
hexaware,tcs,13.8,2207652,3320066,Male,Gurgaon,Data Engineer,IT,PhD,Project Management Professional (PMP),TypeScript,4,3
hexaware,apple,8.7,3046869,4831440,Male,Bangalore,Release Manager,IT,Bachelor,Red Hat Certified Engineer (RHCE),Microservices,4,1
valuelabs,sap,10.0,1167640,1697520,Female,Pune,UX/UI Designer,IT,PhD,ITIL Expert,React,5,2
cts,coforge,8.2,2861131,3789162,Female,Mumbai,Solution Architect,IT,Bachelor,Google Cloud Professional Cloud Architect,Data Engineering,3,5
sap,hexaware,3.6,2114148,3049661,Female,Bangalore,Machine Learning Engineer,IT,Bachelor,VMware Certified Professional (VCP),OAuth,2,4
tcs,uber,8.6,740569,1096930,Male,Chennai,DevOps Engineer,IT,PhD,None,Serverless Architecture,3,1
adobe,accenture,9.0,3356592,4610829,Male,Pune,Data Engineer,IT,PhD,Certified Ethical Hacker (CEH),Penetration Testing,1,2
coforge,hcl,14.9,1195547,1632100,Male,Chennai,DevOps Engineer,IT,Master,None,Code Review,5,3
google,hcl,11.0,835257,1307573,Male,Mumbai,Scrum Master,IT,Master,Microsoft Certified: Azure Administrator Associate,Microsoft Azure,1,3
coforge,microsoft,1.0,2020877,2781709,Male,Hyderabad,Blockchain Developer,IT,Master,Certified Cloud Security Professional (CCSP),Scrum,5,1
happiest-minds,cts,14.9,1244788,1614275,Female,Hyderabad,Machine Learning Engineer,IT,PhD,AWS Certified Developer - Associate,Ansible,5,3
microsoft,google,9.7,2164089,3417197,Male,Noida,Cloud Architect,IT,Bachelor,Certified Information Systems Security Professional (CISSP),TypeScript,1,1
zensar,infosys,12.0,1458695,1782834,Male,Hyderabad,Scrum Master,IT,Master,Oracle Database Administrator Certified Professional,API Gateway,4,3
hcl,happiest-minds,13.1,1539239,2080122,Male,Chennai,Network Engineer,IT,PhD,Google Cloud Associate Cloud Engineer,Data Visualization,3,5
deloitte,amazon,4.2,2849860,4454759,Male,Bangalore,Full Stack Developer,IT,Master,Microsoft Certified: Azure Fundamentals,Cryptocurrency,2,1
microsoft,netflix,10.1,2984724,4438967,Female,Chennai,Security Engineer,IT,Master,SAFe Agilist Certification,Node.js,1,1
happiest-minds,google,8.0,1348539,1832548,Female,Gurgaon,Product Manager,IT,PhD,AWS Certified DevOps Engineer - Professional,GitLab CI,5,1
accenture,hcl,4.7,707314,1130343,Other,Kolkata,DevOps Engineer,IT,Master,SAFe Agilist Certification,Microsoft Azure,2,3
google,adobe,7.2,922487,1308399,Other,Pune,Site Reliability Engineer,IT,Master,CompTIA Cloud+,Flask,1,1
hexaware,apple,9.5,2718581,4132659,Male,Pune,Security Engineer,IT,Bachelor,Microsoft Certified: Azure Security Engineer Associate,Data Engineering,4,1
linkedin,hcl,13.0,2858820,3504982,Female,Kolkata,Business Intelligence Analyst,IT,Master,Red Hat Certified Engineer (RHCE),Cloud Security,1,3
microsoft,valuelabs,6.8,1544436,2409512,Male,Kolkata,Release Manager,IT,PhD,AWS Certified Solutions Architect - Associate,Power BI,1,5
hcl,hexaware,7.5,2087782,2786312,Male,Bangalore,Business Intelligence Analyst,IT,Master,TensorFlow Developer Certificate,Vulnerability Assessment,3,4
oracle,happiest-minds,9.1,2299256,3230037,Male,Gurgaon,Quality Assurance Lead,IT,PhD,VMware Certified Professional (VCP),Cloud Computing,2,5
deloitte,microsoft,9.2,2030952,2587736,Male,Kolkata,Network Engineer,IT,PhD,Microsoft Certified: Azure Administrator Associate,Microservices,2,1
apple,netflix,13.8,1467418,1922293,Male,Chennai,Release Manager,IT,PhD,Certified Kubernetes Administrator (CKA),Serverless Architecture,1,1
salesforce,adobe,1.4,1701382,2106526,Female,Pune,Scrum Master,IT,Master,AWS Certified Security - Specialty,Test Automation,1,1
